Region,Category,Feature,Label,Area_cnt,Area_ratio
Ashcroft - Busby - Miller,Income and work,"Method of travel to work on the day of the Census, top responses",Worked at home,600,14.5
Ashcroft - Busby - Miller,Income and work,"Method of travel to work on the day of the Census, top responses",null,null,null
Ashcroft - Busby - Miller,Income and work,"Method of travel to work on the day of the Census, top responses",People who travelled to work by public transport (a),217,5.2
Ashcroft - Busby - Miller,Income and work,"Method of travel to work on the day of the Census, top responses",People who travelled to work by car as driver or passenger (b),"2,497",60.2
Ashcroft - Busby - Miller,Unpaid work and care,Unpaid work and care,Did unpaid domestic work (week before Census Night),"5,754",42.2
Ashcroft - Busby - Miller,Unpaid work and care,Unpaid work and care,Provided unpaid care for child/children (during two weeks before Census Night),"2,749",20.2
Ashcroft - Busby - Miller,Unpaid work and care,Unpaid work and care,"Provided unpaid assistance to a person with a disability, health condition or due to old age (during two weeks before Census Night)","1,561",11.5
Ashcroft - Busby - Miller,Unpaid work and care,Unpaid work and care,Did voluntary work through an organisation or group (last 12 months),663,4.9
Ashcroft - Busby - Miller,Unpaid work and care,"Unpaid domestic work, number of hours",Less than 5 hours,"1,752",12.9
Ashcroft - Busby - Miller,Unpaid work and care,"Unpaid domestic work, number of hours",5 to 14 hours,"1,874",13.7
Ashcroft - Busby - Miller,Unpaid work and care,"Unpaid domestic work, number of hours",15 to 29 hours,933,6.8
Ashcroft - Busby - Miller,Unpaid work and care,"Unpaid domestic work, number of hours",30 hours or more,"1,197",8.8
Ashcroft - Busby - Miller,Health,Type of long-term health condition,Arthritis,"1,575",8.8
Ashcroft - Busby - Miller,Health,Type of long-term health condition,Asthma,"1,587",8.8
Ashcroft - Busby - Miller,Health,Type of long-term health condition,Cancer (including remission),327,1.8
Ashcroft - Busby - Miller,Health,Type of long-term health condition,Dementia (including Alzheimer's),93,0.5
Ashcroft - Busby - Miller,Health,Type of long-term health condition,Diabetes (excluding gestational diabetes),"1,255",7.0
Ashcroft - Busby - Miller,Health,Type of long-term health condition,Heart disease (including heart attack or angina),712,4.0
Ashcroft - Busby - Miller,Health,Type of long-term health condition,Kidney disease,218,1.2
Ashcroft - Busby - Miller,Health,Type of long-term health condition,Lung condition (including COPD or emphysema),342,1.9
Ashcroft - Busby - Miller,Health,Type of long-term health condition,Mental health condition (including depression or anxiety),"1,393",7.8
Ashcroft - Busby - Miller,Health,Type of long-term health condition,Stroke,232,1.3
Ashcroft - Busby - Miller,Health,Type of long-term health condition,Any other long-term health condition(s),"1,456",8.1
Ashcroft - Busby - Miller,Health,Type of long-term health condition,No long-term health condition(s),"10,114",56.3
Ashcroft - Busby - Miller,Health,Type of long-term health condition,Not stated,"2,407",13.4
Ashcroft - Busby - Miller,Health,Count of selected long-term health conditions,None of the selected conditions,"10,787",60.1
Ashcroft - Busby - Miller,Health,Count of selected long-term health conditions,One condition,"2,977",16.6
Ashcroft - Busby - Miller,Health,Count of selected long-term health conditions,Two conditions,"1,082",6.0
Ashcroft - Busby - Miller,Health,Count of selected long-term health conditions,Three or more conditions,712,4.0
Ashcroft - Busby - Miller,Health,Count of selected long-term health conditions,Not stated,"2,407",13.4
Ashcroft - Busby - Miller,Australian Defence Force service,Australian Defence Force Service,Currently serving,10,0.1
Ashcroft - Busby - Miller,Australian Defence Force service,Australian Defence Force Service,Previously served (and not currently serving),132,1.0
Ashcroft - Busby - Miller,Australian Defence Force service,Australian Defence Force Service,Has never served,"12,119",88.9
Ashcroft - Busby - Miller,Australian Defence Force service,Australian Defence Force Service,Not stated,"1,363",10.0
Ashcroft - Busby - Miller,Families,Family composition,Couple family without children,797,19.3
Ashcroft - Busby - Miller,Families,Family composition,Couple family with children,"1,811",43.9
Ashcroft - Busby - Miller,Families,Family composition,One parent family,"1,393",33.8
Ashcroft - Busby - Miller,Families,Family composition,Other family,119,2.9
Ashcroft - Busby - Miller,Families,Single (or lone) parents,Male,N/A,14.4
Ashcroft - Busby - Miller,Families,Single (or lone) parents,Female,N/A,85.6
Ashcroft - Busby - Miller,Families,Employment status of couple families,"Both employed, worked full-time",155,5.9
Ashcroft - Busby - Miller,Families,Employment status of couple families,"Both employed, worked part-time",57,2.2
Ashcroft - Busby - Miller,Families,Employment status of couple families,"One employed full-time, one part-time",144,5.5
Ashcroft - Busby - Miller,Families,Employment status of couple families,"One employed full-time, other not working",357,13.7
Ashcroft - Busby - Miller,Families,Employment status of couple families,"One employed part-time, other not working",214,8.2
Ashcroft - Busby - Miller,Families,Employment status of couple families,Both not working,"1,185",45.5
Ashcroft - Busby - Miller,Families,Employment status of couple families,Other,364,14.0
Ashcroft - Busby - Miller,Families,Employment status of couple families,Labour force status not stated,125,4.8
Ashcroft - Busby - Miller,Dwellings,Dwelling count,Occupied private dwellings,"5,332",91.7
Ashcroft - Busby - Miller,Dwellings,Dwelling count,Unoccupied private dwellings,481,8.3
Ashcroft - Busby - Miller,Dwellings,Dwelling structure,Separate house,"4,310",80.8
Ashcroft - Busby - Miller,Dwellings,Dwelling structure,"Semi-detached, row or terrace house, townhouse etc",257,4.8
Ashcroft - Busby - Miller,Dwellings,Dwelling structure,Flat or apartment,750,14.1
Ashcroft - Busby - Miller,Dwellings,Dwelling structure,Other dwelling,5,0.1
Ashcroft - Busby - Miller,Dwellings,Number of bedrooms,None (includes studio apartments or bedsitters),87,1.6
Ashcroft - Busby - Miller,Dwellings,Number of bedrooms,1 bedroom,222,4.2
Ashcroft - Busby - Miller,Dwellings,Number of bedrooms,2 bedrooms,635,11.9
Ashcroft - Busby - Miller,Dwellings,Number of bedrooms,3 bedrooms,"2,735",51.3
Ashcroft - Busby - Miller,Dwellings,Number of bedrooms,4 or more bedrooms,"1,487",27.9
Ashcroft - Busby - Miller,Dwellings,Number of bedrooms,Number of bedrooms not stated,167,3.1
Ashcroft - Busby - Miller,Dwellings,Number of bedrooms,null,null,null
Ashcroft - Busby - Miller,Dwellings,Number of bedrooms,Average number of bedrooms per dwelling,3.1,N/A
Ashcroft - Busby - Miller,Dwellings,Number of bedrooms,Average number of people per household,3,N/A
Ashcroft - Busby - Miller,Dwellings,Number of registered motor vehicles,None,880,16.5
Ashcroft - Busby - Miller,Dwellings,Number of registered motor vehicles,1 motor vehicle,"1,895",35.6
Ashcroft - Busby - Miller,Dwellings,Number of registered motor vehicles,2 motor vehicles,"1,465",27.5
Ashcroft - Busby - Miller,Dwellings,Number of registered motor vehicles,3 or more vehicles,919,17.2
Ashcroft - Busby - Miller,Dwellings,Number of registered motor vehicles,Number of motor vehicles not stated,171,3.2
Ashcroft - Busby - Miller,Housing,Household composition,Family households,"3,860",72.4
Ashcroft - Busby - Miller,Housing,Household composition,Single (or lone) person households,"1,353",25.4
Ashcroft - Busby - Miller,Housing,Household composition,Group households,122,2.3
Ashcroft - Busby - Miller,Housing,Tenure type,Owned outright,"1,024",19.2
Ashcroft - Busby - Miller,Housing,Tenure type,Owned with a mortgage (a),"1,232",23.1
Ashcroft - Busby - Miller,Housing,Tenure type,Rented (b),"2,857",53.6
Ashcroft - Busby - Miller,Housing,Tenure type,Other tenure type (c),74,1.4
Ashcroft - Busby - Miller,Housing,Tenure type,Tenure type not stated,152,2.9
Ashcroft - Busby - Miller,Housing,Household income,Less than $650 total household weekly income (a),N/A,31.0
Ashcroft - Busby - Miller,Housing,Household income,"More than $3,000 total household weekly income (a)",N/A,8.4
Ashcroft - Busby - Miller,Housing,Rent weekly payments,Median rent (a),266,N/A
Ashcroft - Busby - Miller,Housing,Rent weekly payments,null,null,null
Ashcroft - Busby - Miller,Housing,Rent weekly payments,Renter households where rent payments are less than or equal to 30% of household income (b),"1,429",50.0
Ashcroft - Busby - Miller,Housing,Rent weekly payments,Renter households with rent payments greater than 30% of household income (b),"1,122",39.3
Ashcroft - Busby - Miller,Housing,Rent weekly payments,Unable to determine (c),302,10.6
Ashcroft - Busby - Miller,Housing,Mortgage monthly repayments,Median mortgage repayments,"1,842",N/A
Ashcroft - Busby - Miller,Housing,Mortgage monthly repayments,null,null,null
Ashcroft - Busby - Miller,Housing,Mortgage monthly repayments,Owner with mortgage households where mortgage repayments are less than or equal to 30% of household income (a),681,55.3
Ashcroft - Busby - Miller,Housing,Mortgage monthly repayments,Owner with mortgage households with mortgage repayments greater than 30% of household income (a),391,31.7
Ashcroft - Busby - Miller,Housing,Mortgage monthly repayments,Unable to determine (b),159,12.9
Ashcroft - Busby - Miller,Aboriginal and/or Torres Strait Islander peoples,People characteristics,Male,380,47.0
Ashcroft - Busby - Miller,Aboriginal and/or Torres Strait Islander peoples,People characteristics,Female,428,53.0
Ashcroft - Busby - Miller,Aboriginal and/or Torres Strait Islander peoples,People characteristics,null,null,null
Ashcroft - Busby - Miller,Aboriginal and/or Torres Strait Islander peoples,People characteristics,Median age,20,N/A
Ashcroft - Busby - Miller,Aboriginal and/or Torres Strait Islander peoples,Dwelling characteristics,Average number of people per household,3.2,N/A
Ashcroft - Busby - Miller,Aboriginal and/or Torres Strait Islander peoples,Dwelling characteristics,Average number of people per bedroom,1,N/A
Ashcroft - Busby - Miller,Aboriginal and/or Torres Strait Islander peoples,Dwelling characteristics,Median weekly household income (a),935,N/A
Ashcroft - Busby - Miller,Aboriginal and/or Torres Strait Islander peoples,Mortgage and rent,Median weekly rent (a),250,N/A
Ashcroft - Busby - Miller,Aboriginal and/or Torres Strait Islander peoples,Mortgage and rent,Median monthly mortgage repayments,"1,831",N/A
West Pennant Hills,People and population,People,Male,"6,286",49.6
West Pennant Hills,People and population,People,Female,"6,400",50.4
West Pennant Hills,People and population,Indigenous status,Aboriginal and/or Torres Strait Islander,35,0.3
West Pennant Hills,People and population,Indigenous status,Non-Indigenous,"12,438",98.1
West Pennant Hills,People and population,Indigenous status,Indigenous status not stated,209,1.6
West Pennant Hills,People and population,Age,Median age,44,N/A
West Pennant Hills,People and population,Age,0-4 years,545,4.3
West Pennant Hills,People and population,Age,5-9 years,776,6.1
West Pennant Hills,People and population,Age,10-14 years,869,6.8
West Pennant Hills,People and population,Age,15-19 years,831,6.5
West Pennant Hills,People and population,Age,20-24 years,829,6.5
West Pennant Hills,People and population,Age,25-29 years,519,4.1
West Pennant Hills,People and population,Age,30-34 years,523,4.1
